1000185	3871143
1000213	3866664
1000335	3898429
1000430	3896637
1000491	3885321
1000498	3893619
1000608	3864237
1000715	3861270
1000721	3892234
1000736	3878852
1000758	3892898
1000982	3893672
1001036	3871278
1001069	3858600
100113	3878770
1001170	3861317
1001273	3871183
1001416	3870154
1001597	3861811
1001697	3870371
1001858	3876357
1001931	3874280
1002133	3883347,3898076
1002635	3872304
1002777	3890741
1002859	3892098
1003079	3895579
1003163	3888603
1003441	3889632,3890923
1003536	3893753
1003722	3871091
1003831	3895768
100394	3866952
1004288	3861154
1004300	3878837
1004443	3863655
1004468	3896632
1004550	3863945
1004676	3892562
1004760	3880347
1004858	3885920
1004904	3893314
1005142	3885922
1005290	3892008
1005544	3897109
1005569	3895396
1005584	3881539
1005617	3875690
1005751	3877488
1005770	3874464,3881557
1005782	3887058
1006244	3892215
1006331	3874730
1006362	3874484
1006393	3861066
1006543	3876857
1006648	3877470
1006767	3864547
1006780	3879002
1006784	3869882
1006840	3895457
1006952	3860293
1007080	3865671
1007090	3864779
1007289	3881900
1007327	3892290
1007358	3889727
1007664	3885355
1007738	3885491
1007877	3883635,3894569
1007973	3865681
1008017	3872869
1008118	3861104
1008140	3886664
1008446	3880109
1008516	3865256
1008547	3881275
1008555	3881406
1008650	3872812
1008864	3895138
1008924	3865326
1009125	3877108
1009227	3882569
1009300	3883277
1009352	3885282
1009365	3887424
1009508	3899164
1009664	3887160
1009731	3876464
1009791	3867883
1009792	3894545
1009995	3885666
1010122	3877976
1010197	3864599
1010202	3859452
1010276	3880242
1010612	3881255
1010750	3876330
1010929	3876331
1010954	3865536
1010998	3877629
1011090	3886980
1011104	3874062
1011285	3895878
1011321	3863922
1011324	3860076
1011594	3896686
1011797	3861415
1011899	3876748
1012309	3876183
1012367	3893689
1012380	3863678
1012404	3858271
1012416	3884172
1012467	3890225
1012616	3897756
1012653	3870419
1012715	3877779
1012731	3889557
1012735	3863885
1012863	3878657
1013067	3861248
1013137	3877976
1013162	3864762
1013379	3878287
1013428	3866907
1013536	3897931
1013574	3893676
1013782	3874660
1013858	3859113
1013983	3872191
1014027	3869749
1014203	3865130
1014209	3860252
1014404	3859683
1014470	3887209
1014517	3859971
1014718	3898641
1014768	3878794
1014911	3873010
1014992	3860078
1015230	3863587
1015429	3874210
1015476	3861218
1015594	3889795
1015621	3888442
1015856	3866446
1015895	3888234
1015907	3893584
1016011	3875895
1016038	3894643
1016116	3859700
1016177	3878918
1016210	3878680
1016468	3861576
1016783	3885752
1016877	3896801
1017148	3864774
1017178	3896840
1017186	3871843
1017196	3897663
1017349	3875682
1017354	3883027
1017554	3869927
1017619	3880013
1017671	3873512
1017755	3869034
1017893	3871239
1017943	3881540,3881542
1018060	3895791
1018073	3892039
1018319	3869966
1018382	3863396
1018427	3860240
1018587	3890801
1018588	3867252
1018881	3858660
1019139	3885316
1019282	3893723
1019391	3867191
1019453	3863346
1019506	3891363
1019584	3863916
1019872	3878925
1019875	3865046
1019920	3861251
1019965	3880411
1020002	3864784
1020004	3859029
1020005	3871612
1020102	3872025
1020103	3872025
1020123	3860351
1020214	3877325
1020336	3894305
1020488	3861084
102049	3877742
1020535	3865141
1020573	3866327
1020612	3873024
1020743	3893557
1020790	3866576
1020942	3862659
1020943	3885504
1021026	3889874
1021028	3869997
1021167	3889890
1021227	3896293
1021394	3889472
1021429	3882649
1021454	3868157
1021529	3868825
1021569	3870426
1021688	3871366
1021757	3858733
1021770	3873747
1021844	3886704
1021930	3878570
1021997	3879217
1022127	3895668
1022295	3865287
1022305	3875613
1022387	3889438
1022472	3878906
1022489	3895214
1022523	3862893
102253	3887228
1022553	3876852
1022601	3888234
1022818	3874740
1022857	3880623
1022865	3887196
1022978	3874623
1023063	3864105
1023154	3866464
1023205	3865067
1023282	3884093
1023290	3859373
1023375	3874671
1023526	3858400
1023567	3892542
1023603	3879864
1023625	3873149
1023688	3893819
1023750	3859205
1023752	3889853
1024079	3867812
1024109	3877578
1024175	3894719
1024261	3874599
1024363	3879152
1024653	3894667
1024785	3895745
1024979	3884449
1025065	3885499
1025098	3893647
1025225	3866576
1025255	3874085
1025373	3862345
1025399	3879151
1025817	3863701,3888297
1026154	3873080
1026182	3874777
1026471	3865561
1026489	3884514
1026564	3898429
1026607	3895830
1026649	3888096
1026815	3897217
1026828	3860151
1026837	3883116
1027000	3883303
1027017	3859838
1027251	3873008
1027310	3874103
1027349	3862029
1027430	3897173
1027663	3858826
1027855	3889386
102807	3871387
1028091	3881717
1028279	3866824
1028600	3880544
1028829	3871145
10290	3897769
1029020	3864796
1029097	3876139
1029143	3872778
1029152	3888703
1029244	3892586
1029305	3886723
1029357	3885463
1029378	3892553
1029448	3883139
1029527	3875729
1029643	3870425
1029689	3898989
1029930	3875623
1030073	3867049
1030090	3891169
1030238	3882918
1030333	3883399
1030387	3869150
1030404	3893269
1030453	3887055
1030492	3887973
1030656	3886769
1030683	3894313
1031045	3879914
1031052	3858570
1031129	3874606
1031199	3868308
1031289	3863808
1031637	3871780
1031660	3877825
1031669	3871774
1031722	3891353
1031763	3862751
1031813	3897613
1031926	3886648
1031964	3879015
1032089	3883980
1032167	3897341
1032175	3886951
1032239	3876058
1032245	3863512
1032284	3863419
1032400	3868439
1032686	3875701
1032727	3887325
1032889	3874715
1032892	3882894
1033069	3873144
1033156	3887231
1033202	3866643
1033668	3858833
1034184	3872668
1034202	3892070
1034467	3864710
1034531	3880189
1034649	3876217
1034895	3892734
1035217	3878563
1035381	3871492
1035427	3872572
1035472	3865139
1035522	3861565
1035529	3858664
1035770	3866714
1035977	3867028
1036597	3887393
1036610	3898049
1036648	3870604
1036777	3870190
1036822	3897808
1037135	3870076
1037191	3863584
1037307	3878418
1037552	3899102
1037678	3890758
1037741	3872663
103785	3877731
1038291	3889627
1038348	3859914
1038476	3868808
1038543	3895511
1038813	3861327
1039091	3872007
1039327	3871162
1039334	3892000
1039359	3858838
1039369	3897835
1039613	3877742
1039824	3876372
1039909	3858671
1039958	3871583,3885631
1040185	3874613,3892371
1040238	3861364,3885557
1040255	3893400
1040262	3890869
1040342	3864182
1040396	3885466
1040451	3866994
104055	3871092
1040702	3881729
1041040	3885355
1041260	3871687
1041407	3896208
1041519	3865093
1041569	3897017
1041675	3877099
1041834	3879037
1041938	3872574
1041980	3862539
1042018	3861829
1042092	3886994
1042097	3859854,3871230,3871231,3884072
1042477	3858421
1042590	3878309
1042766	3880079
1042923	3881663
1042972	3862638
1043021	3863596
1043146	3866494
1043223	3861649
1043351	3885674
1043387	3863874
1043475	3898769
1043548	3868045
1043573	3898487
1043721	3877502
1044055	3866938
1044099	3872696
1044246	3874338
1044292	3895512
1044316	3868440
104441	3863468
1044418	3860031
1044488	3871046
1044529	3881597
1044737	3875940
1044757	3871543
1044772	3883926
1044828	3884267
1045079	3889930
1045215	3872736
1045307	3870077
1045375	3860170
1045459	3889581
1045587	3886242
1045607	3876067
10458	3866566
1045873	3881721
1045887	3882812
1045932	3866659
1046035	3890741
1046060	3863440
1046082	3893768
1046084	3898731
1046267	3876025
1046343	3884468
1046394	3867053
1046548	3880178
1046663	3887208
1046842	3858646
1046863	3878821
1046935	3878845
1046963	3875692
1046969	3889735
1047048	3876173
1047466	3859700
1047554	3866285
1047578	3872931
1047825	3869257
1048042	3865046,3888188
1048308	3874346
1048470	3894589
1048746	3897051
1048812	3898047
1048988	3881279,3884003
1049173	3896654
1049210	3868088
1049221	3889476
1049324	3893819
1049396	3875866
1049425	3875988
1049542	3897090
1049702	3891178
1049789	3880628
104980	3874101
1049835	3868786
1050226	3881367
1050300	3858559
1050548	3861513
1050668	3878709
1050689	3897822
1050692	3863475
1050763	3881508
1050788	3864898
1051069	3886945
1051070	3888350
1051122	3888223
1051361	3885277
1051427	3860275
1051549	3877700
1051560	3897778
1051788	3883969
1051791	3882609
1051905	3884401
1052014	3872812
1052173	3892259
1052200	3858993
1052218	3858584
1052303	3876073
1052340	3875914
1052700	3888057
1052759	3876961
1052888	3861009
1052944	3877589
1053037	3860991
1053154	3861824
1053173	3890752
1053199	3896531
1053209	3888471
1053539	3862550
1053677	3893816
1053680	3859549
1053693	3879004
1053694	3880034
1053788	3879037
1053795	3880072
1053822	3884175
1053836	3899126
1053937	3884559
1054040	3891484
1054233	3875768
1054238	3882565
1054246	3863910
1054400	3873678
1054410	3893248
1054505	3874005
1054662	3888049
1054878	3890678
1054986	3874176
1055021	3880315
1055242	3893274
1055319	3886878
1055357	3882602
1055402	3879185
1055404	3878813,3890925
1055571	3867824
1056507	3879742
1056657	3861510
1056691	3869879
1056871	3859832
1056949	3892502
1057211	3877976
1057319	3877976
1057347	3866264
1057367	3888751
1057376	3872810
1057477	3874422
10575	3868757
1057554	3860033
1057823	3886066
1057973	3865295
1058027	3873802
1058062	3861678
1058100	3892161
1058113	3873434
1058157	3867912
1058238	3870076
1058311	3858823
1058366	3885905
1058441	3888161
1058474	3864833
1058580	3866365
1058747	3895660
1058874	3873059
1059013	3862388
1059017	3894305
1059171	3870355
1059178	3861078
1059282	3861407
1059522	3897867
1059842	3881773
1060019	3877740
1060020	3889816
1060042	3886919
1060283	3889887
1060350	3863639
1060543	3894469
1060772	3866503
1061009	3882876
1061035	3861319
1061059	3895987
1061098	3886805
1061107	3895609
1061280	3876109
1061539	3889670
1061656	3862714
1061657	3895810
1061683	3864885
1061693	3898008
1061694	3870429
1061999	3866921,3869124
1062258	3883264,3898883
1062274	3898009
1062634	3882912
1062635	3863879,3889733
1062653	3859693
1062855	3859859
1063289	3871507
1063423	3884225
1063642	3878797
1063674	3897667
1063752	3887293,3887294
1063766	3885846
1063913	3899018
1064102	3864437
1064222	3866326
1064538	3887204
1064615	3886788
1064785	3874244
1064916	3860244,3893670
1065115	3873314
1065321	3863414
1065492	3863964
1065654	3875975
1065668	3897849
1065736	3875761
1065740	3882554
1065754	3878774
1065821	3879264
1065973	3881508
106620	3888202
1066206	3869961
1066367	3875765
1066421	3879774
1066467	3890891
1066570	3873434
1066694	3874086
1066806	3891172
1066813	3871522
1066990	3888433
106701	3885133
1067024	3873885
1067060	3885256
1067195	3866494
1067457	3879905
1067491	3882724
1067521	3869778
1067541	3886643
1067583	3879013
1067605	3859941
1067624	3883323
1067636	3890728
1067659	3869743
1067733	3866251,3893197
1067735	3894204
1067803	3884306,3884307,3889752,3889754,3889755,3889756,3889757
1067805	3878927
1067908	3887334
1068036	3881719
1068341	3869689
1068413	3895271
1068439	3884716
1068564	3886962
1068743	3896029
1068883	3872938,3885641
1069169	3885930
1069425	3878315
1069477	3889838
1069593	3869096
1069608	3862467
1069655	3871398
106967	3886701
107	3889439
1070092	3860146
1070324	3890425,3890426
1070329	3892111
1070363	3885350
1070389	3864790
1070538	3872955
1070575	3874008
1070696	3877135
1070753	3897860
1071145	3877851
1071243	3861671,3895790
1071266	3895505
1071272	3866902
1071277	3885597
1071344	3860243
1071375	3889838
1071448	3894734
1071725	3871609
1071846	3858424
1071847	3888471
1071892	3877539
1071917	3865727
1071987	3865242
1072231	3880139
1072340	3875952
1072361	3896599
1072436	3859831
1072562	3864062
1072593	3860276
1072644	3863494
1072660	3873376
1072662	3884250
1072861	3870409
1073073	3894604
1073099	3891169
1073214	3896625
1073377	3868799
1073381	3860413
1073541	3892902
1073621	3884654
1074185	3881585
1074187	3897087
1074195	3874363
1074209	3867812
1074279	3861678
1074410	3863838
1074439	3870225
1074505	3894328
1074778	3893400
1074893	3872873
1074895	3897622
1075054	3860243
10751	3896650
1075139	3887075
1075264	3894736
1075300	3867714
1075311	3875812
1075323	3896744
107549	3871785
1075552	3877976
1075556	3880673
1075759	3861268
1075792	3864880
1076116	3874753
1076149	3885165
1076310	3868961
1076347	3892005
1076519	3895987
1076568	3874029
1076675	3865290
1076689	3868746
1076917	3877641
1076981	3861249
1077096	3875932
1077154	3859710
1077404	3861493
1077423	3867788
1077509	3879950,3895236
1077769	3859927
1077818	3860234
1077868	3883914
1077921	3889819
1078455	3897032
1078533	3865155
1078635	3895494
1078651	3877900
1078828	3877751
1078861	3898681
1078963	3892400
1079020	3891177
1079136	3896880
1079208	3868268
1079381	3896632
1079586	3884659
1079706	3890682
107974	3873088
1080123	3895614
1080144	3862537
1080168	3871856
1080170	3859977
1080288	3892447
1080297	3896798
1080299	3895800
108034	3863633
1080358	3895987
1080448	3879852
1080541	3863428
108068	3867239
1080852	3871924
1080897	3860041
1080953	3865385
1080979	3894644
1081013	3881691
1081151	3868153
1081215	3883731
1081260	3886871
1081276	3871951
1081293	3864774
108141	3890707
1081414	3869692
1081643	3861484
108166	3893313
1081697	3876089
1082113	3876352
1082119	3876180
1082283	3880544
1082287	3858642
1082432	3858917
1082444	3870068
1082452	3879015
1082567	3874804
1082700	3896629
1082926	3858470
1082937	3861094
1082985	3864829
1083058	3863912
1083252	3871631
1083308	3871303
1083491	3885674
1083561	3883303
1083612	3875771
1083645	3872763
1083697	3892054
1083703	3888652
1083846	3895557
1083897	3896571
1083967	3885509
1084187	3863726
1084313	3880270
1084394	3862713
1084600	3884831
1084930	3892202
1085202	3866919
1085337	3868047
1085347	3893723
1085430	3881319
1085489	3880079
1085571	3866494
1085616	3876928
1085832	3881396
1085916	3889190
1085918	3897613
1086031	3866672
1086353	3860232
1086555	3888675
108663	3859682
1086641	3874064
1086664	3894566
1086684	3867260
1086726	3859478
1086735	3862686
1086964	3885631
1087112	3892519
1087121	3880419
1087183	3860413
1087342	3896546
1087424	3898935
1087445	3870225
1087527	3883995
1087735	3870437
1087830	3881320
1087907	3864214
1087929	3889536
1087930	3881631,3895531
1088030	3874792
1088043	3869923
1088104	3880072
1088139	3878879
1088171	3872913,3894577
1088324	3894634,3898939
1088328	3886674
1088530	3897613
1088573	3889564
1088815	3886705
1088854	3874471
1088897	3887791
1089234	3896864
1089305	3889664
1089371	3867802
1089453	3877371,3882568
1089551	3890935
1089617	3881439
1089645	3886913
1089838	3874338
1089853	3879810
1090091	3861548
1090138	3888386
1090171	3858374
1090211	3874063
1090223	3879865
1090507	3872724
1090523	3879950
1090583	3879008
1090584	3874317
1090805	3863037
1090914	3860180
1091057	3891784
1091085	3895415
1091106	3868192
1091215	3896633
1091277	3896900
1091325	3859417
1091339	3874102
1091389	3880126
1091466	3896945
1091759	3874064
1091821	3883277
1091905	3869867
1091989	3863954,3876241
1092	3869792
1092014	3868742,3879791
1092080	3858251
1092094	3874114
1092105	3885248
1092243	3877525
1092307	3886345
1092326	3897629
1092433	3876112
1092632	3896571
1092655	3877825
1092687	3867001
109273	3897109
1093062	3867058
1093276	3890649
1093477	3894274
1093570	3883000
1093680	3872758,3889566
1093835	3874705
1093868	3868096
1094009	3880285
1094037	3878792
1094320	3879157
1094660	3870068
1094684	3863281
1094690	3880379
1094767	3864459
1094782	3893700
1094810	3876282
1094836	3867714
1095259	3874324
1095382	3896278
1095692	3874622
1095967	3874472
1096002	3871526
1096125	3881496
1096200	3868941
1096283	3885599
1096359	3860244
1096385	3873649
1096448	3896576
1096482	3897524
1096607	3892234
1096797	3861160
1096857	3889798
1096989	3892215
1097018	3867727
1097156	3860417
1097163	3868123
1097185	3883206
1097196	3888302
109743	3892562
1097527	3883163
1097701	3893649
1097722	3892079
1097833	3871047
1097911	3881215
1097919	3889884
1098144	3885413
1098256	3863610
1098282	3863002
1098437	3899114
1098488	3866655
1099062	3896790
